#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	m1_30neg_S192_R1_001.fastq.gz	m2_30pos_S193_R1_001.fastq.gz	m3_38neg_S194_R1_001.fastq.gz	m4_38pos_S195_R1_001.fastq.gz	m5_43neg_S196_R1_001.fastq.gz	m6_43pos_S197_R1_001.fastq.gz	m7_98neg_S198_R1_001.fastq.gz	m8_98pos_S199_R1_001.fastq.gz
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA	0.0	0.0042	0.02112	0.01538	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676|s__GGB4676_SGB6465	0.0	0.00172	0.0	0.0027	0.0	0.0	0.01444	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB15402	0.0	0.00072	0.0	0.00079	0.0	0.0	0.00181	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754|s__GGB4754_SGB6584	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__SGB4540_group	0.0	1.81296	0.0	1.50123	0.0	1.68943	0.0	2.12098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB15090|t__SGB15090	0.0	1.68627	0.0	1.01852	0.0	1.13655	0.0	1.95347
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041|t__SGB15041	0.0	1.65082	0.0	1.17245	0.0	1.35453	0.0	1.58548
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367|t__SGB4367	0.0	1.40241	0.0	0.28932	0.0	0.52035	0.0	1.18968
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15042|t__SGB15042	0.0	1.26449	0.0	0.61751	0.0	0.87574	0.0	1.02448
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924|t__SGB14924	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4684|s__GGB4684_SGB6478|t__SGB6478	0.0	1.08145	0.0015	1.07332	0.0	0.72041	0.03033	1.45093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis|t__SGB4826	0.0	0.7591	0.0	0.74715	0.0	0.87256	0.03257	0.8826
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767|s__GGB9767_SGB15385|t__SGB15385	0.0	0.58158	0.0	0.47317	0.0	0.64398	0.0	0.71772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216|t__SGB15216	0.0	0.51673	0.0	0.23198	0.0	0.41259	0.0	0.52581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787|s__GGB9787_SGB15410|t__SGB15410	0.0	0.45056	0.0	0.26838	0.0	0.4102	0.0	0.41089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB79678|s__GGB79678_SGB4833|t__SGB4833	0.0	0.39073	0.0	0.28889	0.0	0.28991	0.0	0.22684
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4364|t__SGB4364	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4567|s__GGB4567_SGB6308|t__SGB6308	0.0	0.24638	0.00424	0.15691	0.0	0.18946	0.0061	0.29103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771|t__SGB4771	0.0	0.20238	0.01423	0.12372	0.0	0.15205	0.0	0.22545
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa|t__SGB15085	0.0	0.1693	0.0	0.05654	0.0	0.08629	0.0	0.12692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081|t__SGB15081	0.0	0.15822	0.0	0.17251	0.0	0.14326	0.0	0.21822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256|t__SGB15256	0.0	0.14943	0.0	0.04117	0.0	0.05051	0.0	0.07169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM33_3|t__SGB4711	0.0	0.1327	0.03458	0.21798	0.0	0.1118	0.02799	0.16527
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides|t__SGB6790	0.0	0.13126	0.20415	0.16141	0.0	0.08181	0.02752	0.1337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis|t__SGB15127	0.0	0.12955	0.0	0.16656	0.0	0.08409	0.0	0.14122
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter|s__Pseudoglutamicibacter_SGB14255|t__SGB14255	0.0	0.12922	0.0	0.10055	0.0	0.07468	0.0	0.09996
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6502|t__SGB6502	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921	0.0	0.12376	0.0	0.16897	0.0	0.16223	0.0	0.27292
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4713|s__GGB4713_SGB6526|t__SGB6526	0.0	0.12129	0.05592	0.07295	0.0	0.07568	0.05252	0.10341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959|t__SGB3959	0.0	0.10267	0.0	0.05397	0.0	0.05049	0.0	0.1545
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689|s__GGB1689_SGB2321|t__SGB2321	0.0	0.09888	0.0	0.03977	0.0	0.00395	0.0	0.06476
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB9778|s__GGB9778_SGB15398|t__SGB15398	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9779|s__GGB9779_SGB15399|t__SGB15399	0.0	0.07098	0.0	0.06136	0.0	0.07423	0.0	0.07223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4659|s__GGB4659_SGB6447|t__SGB6447	0.0	0.06054	0.05879	0.03242	0.0	0.01553	0.03599	0.03603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290	0.0	0.05747	0.0	0.00269	0.0	0.0	0.0	0.02107
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734|s__GGB79734_SGB15291|t__SGB15291	0.0	0.04921	0.06484	0.07658	0.0	0.01749	0.02301	0.04958
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767|s__GGB9767_SGB15384|t__SGB15384	0.0	0.04569	0.0	0.06116	0.0	0.05336	0.0	0.08512
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173|t__SGB6173	0.0	0.04298	0.00083	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9298|o__OFGB9298|f__FGB9298|g__GGB27377|s__GGB27377_SGB13972|t__SGB13972	0.0	0.04186	0.0	0.00068	0.0	0.0	0.0	0.06444
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB72916|t__SGB72916	0.0	0.0413	0.0	0.00571	0.0	0.01123	0.0	0.02581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	0.0	0.03436	0.0	0.04231	0.0	0.00718	0.0	0.01845
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900|s__GGB34900_SGB14891|t__SGB14891	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4591|s__GGB4591_SGB6350|t__SGB6350	0.0	0.0313	0.00548	0.02651	0.0	0.0	0.01197	0.02951
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14798	0.0	0.03043	0.07986	0.17267	0.0	0.1181	0.02672	0.03923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes|t__SGB25493	0.0	0.02954	0.01305	0.01396	0.0	0.03559	0.0	0.03025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB6487|t__SGB6487	0.0	0.02933	0.0	0.0209	0.0	0.00297	0.0	0.02136
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9059|s__GGB9059_SGB13976|t__SGB13976	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16971_group	0.0	0.02776	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4568|s__GGB4568_SGB6309|t__SGB6309	0.0	0.01809	0.0	0.05007	0.0	0.0	0.0	0.03122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1672|s__GGB1672_SGB2289|t__SGB2289	0.0	0.01718	0.01086	0.01488	0.0	0.0	0.01225	0.04369
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15065|t__SGB15065	0.0	0.01613	0.0	0.01049	0.0	0.0	0.0	0.01824
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia|t__SGB101613	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143|t__SGB4768	0.0	0.00596	0.0367	0.00979	0.0	0.0	0.01434	0.00181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15103|t__SGB15103	0.0	0.00423	0.0189	0.00852	0.0	0.0	0.00834	0.01361
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA|t__SGB4712	0.0	0.0042	0.02112	0.01538	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573|t__SGB3573	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676|s__GGB4676_SGB6465|t__SGB6465	0.0	0.00172	0.0	0.0027	0.0	0.0	0.01444	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB15402|t__SGB15402	0.0	0.00072	0.0	0.00079	0.0	0.0	0.00181	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754|s__GGB4754_SGB6584|t__SGB6584	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Lentisphaerae	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970	0.0	0.0	0.03332	0.00906	0.0	0.0	0.0	0.00082
k__Bacteria|p__Bacteroidetes|c__CFGB629	0.0	0.0	0.03057	0.0	0.0	0.0	0.01539	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76022	0.0	0.0	0.013	0.00677	0.0	0.0	0.01795	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB529	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0.0	0.0	0.2796	0.0	0.0	0.0	0.00029	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.0	0.0	0.14066	0.0	0.0	0.0	0.05785	0.01574
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970	0.0	0.0	0.03332	0.00906	0.0	0.0	0.0	0.00082
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	0.0	0.0	0.03057	0.0	0.0	0.0	0.01539	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76022|o__OFGB76022	0.0	0.0	0.013	0.00677	0.0	0.0	0.01795	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0.0	0.0	0.2796	0.0	0.0	0.0	0.00029	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.0	0.0	0.14066	0.0	0.0	0.0	0.05785	0.01574
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970	0.0	0.0	0.03332	0.00906	0.0	0.0	0.0	0.00082
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629	0.0	0.0	0.03057	0.0	0.0	0.0	0.01539	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76022|o__OFGB76022|f__FGB76022	0.0	0.0	0.013	0.00677	0.0	0.0	0.01795	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	0.0	0.0	0.2796	0.0	0.0	0.0	0.00029	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0.0	0.0	0.15046	0.02486	0.0	0.0	0.0691	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	0.0	0.14066	0.0	0.0	0.0	0.05785	0.01574
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.0	0.0	0.10087	0.03079	0.0	0.00051	0.10411	0.00193
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0.0	0.0	0.04874	0.00796	0.0	0.0	0.02959	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970|g__GGB51884	0.0	0.0	0.03332	0.00906	0.0	0.0	0.0	0.00082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175	0.0	0.0	0.03327	0.02636	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496	0.0	0.0	0.03057	0.0	0.0	0.0	0.01539	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189	0.0	0.0	0.02549	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena	0.0	0.0	0.02479	0.0	0.0	0.0	0.01703	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB3524	0.0	0.0	0.01924	0.0	0.0	0.0	0.02107	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76022|o__OFGB76022|f__FGB76022|g__GGB5027	0.0	0.0	0.013	0.00677	0.0	0.0	0.01795	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434	0.0	0.0	0.00906	0.0	0.0	0.0	0.01929	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus	0.0	0.0	0.00737	0.0	0.0	0.0	0.0278	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359	0.0	0.0	0.00723	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619	0.0	0.0	0.00622	0.0	0.0	0.00743	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51269	0.0	0.0	0.00603	0.0	0.0	0.00865	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4566	0.0	0.0	0.00431	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6512	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_yeei	0.0	0.0	0.2796	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	0.0	0.0	0.15046	0.02486	0.0	0.0	0.0691	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0	0.0	0.10087	0.03079	0.0	0.00051	0.10411	0.00193
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	0.0	0.0986	0.0	0.0	0.0	0.03294	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0.0	0.0	0.06826	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.0	0.0	0.04874	0.00796	0.0	0.0	0.02959	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0.0	0.0	0.04317	0.0	0.0	0.0	0.04904	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13	0.0	0.0	0.04055	0.00197	0.0	0.0	0.00586	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970|g__GGB51884|s__GGB51884_SGB49168	0.0	0.0	0.03332	0.00906	0.0	0.0	0.0	0.00082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175|s__GGB3175_SGB4191	0.0	0.0	0.03327	0.02636	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168	0.0	0.0	0.0318	0.0	0.0	0.0	0.02492	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496|s__GGB1496_SGB2073	0.0	0.0	0.03057	0.0	0.0	0.0	0.01539	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189|s__GGB3189_SGB4212	0.0	0.0	0.02549	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0.0	0.0	0.02479	0.0	0.0	0.0	0.01703	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB3524|s__GGB3524_SGB4704	0.0	0.0	0.01924	0.0	0.0	0.0	0.02107	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB	0.0	0.0	0.01881	0.0	0.0	0.0	0.02169	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76022|o__OFGB76022|f__FGB76022|g__GGB5027|s__GGB5027_SGB48267	0.0	0.0	0.013	0.00677	0.0	0.0	0.01795	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.0	0.0	0.01026	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096|s__GGB1096_SGB1408	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434|s__GGB9434_SGB14812	0.0	0.0	0.00906	0.0	0.0	0.0	0.01929	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15295	0.0	0.0	0.00798	0.0	0.0	0.0	0.01332	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	0.0	0.0	0.00737	0.0	0.0	0.0	0.0278	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359|s__GGB9359_SGB14334	0.0	0.0	0.00723	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619|s__GGB3619_SGB4894	0.0	0.0	0.00622	0.0	0.0	0.00743	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51269|s__GGB51269_SGB5062	0.0	0.0	0.00603	0.0	0.0	0.00865	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprophilus	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4566|s__GGB4566_SGB6305	0.0	0.0	0.00431	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_AF18_31LB	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6512|s__GGB6512_SGB9198	0.0	0.0	0.00082	0.00125	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_yeei|t__SGB10717	0.0	0.0	0.2796	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__SGB698	0.0	0.0	0.15046	0.02486	0.0	0.0	0.0691	0.0
